Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Item_Outlet_Sales,Item_Visibility_Meanratio,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDJ44,12.792854228644991,12.792854228644991,175.0396,OUT027,4012.1108,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCY30,20.25,20.25,182.5976,OUT013,3078.6592,1.582914933452325,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDK33,12.792854228644991,12.792854228644991,214.75599999999997,OUT019,213.05599999999998,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO31,6.76,6.76,79.596,OUT046,1438.128,0.528419997537665,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDG10,12.792854228644991,12.792854228644991,57.6588,OUT019,400.8116,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRI49,14.15,14.15,82.4276,OUT018,1218.414,1.1060862374494025,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
NCA05,20.75,20.75,150.4734,OUT049,1187.7872,1.6219992527968268,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDZ13,7.84,7.84,48.935,OUT046,798.96,0.612842127321789,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRI25,19.6,19.6,56.6614,OUT017,1492.0578,1.5321053183044726,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCA29,10.5,10.5,169.8106,OUT010,171.1106,0.8207707062345388,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDX43,5.655,5.655,167.95,OUT010,166.45,0.44204365178631594,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ08,12.5,12.5,83.6592,OUT049,1320.9472,0.9771079836125462,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC58,10.195,10.195,44.6428,OUT035,615.1992,0.7969292714343927,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD54,12.792854228644991,12.792854228644991,146.3786,OUT027,5056.751,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDM24,6.135,6.135,151.7366,OUT035,3325.0052,0.4795645983570377,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS12,9.1,9.1,124.6362,OUT035,2390.8878,0.7113346120699336,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCN55,14.6,14.6,241.2538,OUT018,5287.7836,1.141262124859454,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCP06,20.7,20.7,151.4366,OUT046,1511.366,1.6180908208623765,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB41,19.0,19.0,48.1718,OUT045,709.077,1.4852041350910703,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ16,9.195,9.195,59.6246,OUT046,1100.5674,0.718760632745389,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCB18,12.792854228644991,12.792854228644991,89.7514,OUT019,88.5514,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDH38,6.425,6.425,115.5808,OUT035,3749.7856,0.5022335035768488,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDE59,12.15,12.15,34.0532,OUT010,179.766,0.949748960071395,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCF30,17.0,17.0,125.2362,OUT049,1384.1982,1.328866857713063,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE35,12.792854228644991,12.792854228644991,59.8904,OUT027,1757.7120000000002,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP49,12.792854228644991,12.792854228644991,55.8614,OUT019,110.5228,1.0000000000000435,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCQ05,12.792854228644991,12.792854228644991,152.0708,OUT027,2106.5912,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDP49,9.0,9.0,55.0614,OUT013,442.0912,0.7035177482010333,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDT12,6.215,6.215,226.6062,OUT018,677.1186,0.485818089452158,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCM06,7.475,7.475,154.2656,OUT010,308.9312,0.5843105742003026,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDV23,11.0,11.0,123.2046,OUT018,3237.1196,0.8598550255790407,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA44,19.7,19.7,58.193000000000005,OUT049,848.895,1.5399221821733728,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRD27,18.75,18.75,97.6042,OUT013,1488.0629999999999,1.4656619754188194,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NCK53,11.6,11.6,101.2042,OUT013,2281.6966,0.9067562087924429,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCF19,13.0,13.0,48.0034,OUT018,923.4646,1.016192302957048,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
NCY18,7.285,7.285,174.7054,OUT049,6303.7944,0.569458532849392,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDN56,12.792854228644991,12.792854228644991,145.4786,OUT027,5779.144,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCI55,18.6,18.6,121.5414,OUT049,4020.7662,1.453936679615469,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDB28,6.615,6.615,195.9426,OUT013,2570.6538,0.5170855449277595,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCA18,10.1,10.1,115.7492,OUT045,579.246,0.7895032507589373,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDC46,17.7,17.7,182.6266,OUT046,3504.1054,1.3835849047953654,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCZ42,10.5,10.5,235.8248,OUT035,4266.4464,0.8207707062345388,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
DRA59,12.792854228644991,12.792854228644991,186.6924,OUT027,7033.5112,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DRB25,12.3,12.3,106.2938,OUT018,1715.1008,0.9614742558747456,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDE24,12.792854228644991,12.792854228644991,143.0812,OUT027,3704.5112,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA57,18.85,18.85,41.648,OUT013,759.012,1.4734788392877198,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ46,7.485,7.485,108.7228,OUT017,1326.2736,0.5850922605871928,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX39,14.3,14.3,210.1586,OUT010,422.1172,1.117811533252753,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDW35,10.6,10.6,42.7454,OUT049,419.454,0.8285875701034392,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ55,12.792854228644991,12.792854228644991,158.792,OUT027,4474.1759999999995,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI04,13.65,13.65,197.1426,OUT013,3954.8520000000003,1.0670019181049006,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDU46,12.792854228644991,12.792854228644991,85.354,OUT027,2077.2960000000003,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE14,13.65,13.65,98.87,OUT049,2197.14,1.0670019181049006,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDX23,6.445,6.445,94.4436,OUT013,1134.5232,0.5037968763506289,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCN18,8.895,8.895,111.9544,OUT035,1565.9616,0.6953100411386879,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDR02,16.7,16.7,110.1886,OUT049,1334.2632,1.3054162661063617,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDH04,6.115,6.115,89.6488,OUT046,1267.6832,0.47800122558325764,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDZ51,11.3,11.3,96.9094,OUT010,190.4188,0.8833056171857419,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR15,9.3,9.3,153.2314,OUT046,2326.971,0.7269683398077345,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ30,7.725,7.725,123.0414,OUT049,1583.9382,0.6038527338725536,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW45,18.0,18.0,145.3418,OUT049,882.8508,1.4070354964020666,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDQ52,17.0,17.0,249.4434,OUT035,5960.2416,1.328866857713063,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM01,12.792854228644991,12.792854228644991,102.9332,OUT027,3691.1952,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE21,12.8,12.8,114.9492,OUT045,1737.7379999999998,1.0005585752192474,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH28,15.85,15.85,38.8506,OUT035,341.5554,1.2389729232207087,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ56,6.59,6.59,82.7908,OUT010,83.8908,0.5151313289605344,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRM49,6.11,6.11,43.0086,OUT049,713.7376,0.4776103823898126,14,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCI29,12.792854228644991,12.792854228644991,139.9154,OUT027,4963.539000000001,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDW44,9.5,9.5,170.1448,OUT045,1874.8928,0.7426020675455351,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR10,17.6,17.6,163.7552,OUT049,1787.0072,1.3757680409264652,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDO60,20.0,20.0,43.5086,OUT035,401.4774,1.563372773780074,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG08,13.15,13.15,171.9764,OUT017,2404.8696,1.0279175987603988,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP10,19.0,19.0,106.5622,OUT045,1482.0708,1.4852041350910703,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG45,8.1,8.1,213.7902,OUT017,5946.9256,0.63316597338093,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRM47,9.3,9.3,192.3846,OUT018,4586.0304,0.7269683398077345,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDO40,12.792854228644991,12.792854228644991,148.9392,OUT027,3728.48,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRE37,13.5,13.5,187.0872,OUT018,3214.4824,1.05527662230155,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDX13,7.725,7.725,248.3092,OUT013,6474.2392,0.6038527338725536,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDE21,12.792854228644991,12.792854228644991,115.3492,OUT027,3823.0236,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCU53,5.485,5.485,165.7842,OUT010,165.7842,0.4287549832091853,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCH07,13.15,13.15,157.2604,OUT010,316.9208,1.0279175987603988,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDJ07,7.26,7.26,118.415,OUT017,1747.725,0.5675043168821668,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDB46,10.5,10.5,213.7244,OUT049,4022.7636,0.8207707062345388,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRL01,19.5,19.5,232.4958,OUT035,2804.3496,1.5242884544355721,9,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDN57,12.792854228644991,12.792854228644991,143.5154,OUT019,567.2616,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDO38,12.792854228644991,12.792854228644991,78.9986,OUT027,2259.0594,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA45,21.25,21.25,177.637,OUT045,2999.429,1.6610835721413286,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDP27,12.792854228644991,12.792854228644991,190.953,OUT019,379.506,1.0000000000000435,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRG36,14.15,14.15,171.8106,OUT013,3935.5438,1.1060862374494025,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRL47,19.7,19.7,127.4362,OUT046,1510.0344,1.5399221821733728,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
NCA05,12.792854228644991,12.792854228644991,148.2734,OUT019,296.9468,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDL38,13.8,13.8,89.9172,OUT013,1516.6924,1.078727213908251,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC32,18.35,18.35,94.0462,OUT035,555.2772,1.434394519943218,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCI06,11.3,11.3,179.266,OUT045,5033.448,0.8833056171857419,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDI05,8.35,8.35,76.5354,OUT049,1655.1788,0.6527081330531809,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR52,12.65,12.65,191.8846,OUT017,1146.5076,0.9888332794158968,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU26,16.7,16.7,120.3782,OUT017,1668.4948,1.3054162661063617,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDG33,5.365,5.365,173.6764,OUT017,858.882,0.41937474656650486,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDE38,6.52,6.52,164.2842,OUT046,2818.3314,0.5096595242523041,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDI35,14.0,14.0,182.4634,OUT035,5452.901999999999,1.0943609416460518,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN23,6.575,6.575,146.0444,OUT013,2612.5992,0.5139587993801994,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP54,15.35,15.35,124.37299999999999,OUT035,2093.9410000000003,1.1998886038762069,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDO39,6.985,6.985,183.7608,OUT013,2940.1728,0.5460079412426909,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCT17,10.8,10.8,186.6214,OUT013,2261.0568,0.84422129784124,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCK30,14.85,14.85,254.3698,OUT035,4566.0564,1.160804284531705,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDM24,12.792854228644991,12.792854228644991,152.7366,OUT027,1813.6392,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA35,14.85,14.85,120.8072,OUT046,4287.752,1.160804284531705,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCM07,9.395,9.395,83.2908,OUT013,1258.362,0.7343943604831897,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD09,13.5,13.5,179.6976,OUT017,1810.976,1.05527662230155,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW07,18.0,18.0,88.7514,OUT017,1062.6168,1.4070354964020666,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDM27,12.792854228644991,12.792854228644991,158.7946,OUT027,5522.811,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCY53,20.0,20.0,111.0544,OUT018,894.8352,1.563372773780074,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDA10,20.35,20.35,123.2072,OUT017,1225.072,1.5907317973212254,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRB24,8.785,8.785,156.4656,OUT035,2162.5184,0.6867114908828975,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCN53,12.792854228644991,12.792854228644991,35.4874,OUT027,1693.7952,1.0000000000000435,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDA31,7.1,7.1,171.708,OUT045,3115.9440000000004,0.5549973346919262,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE24,14.85,14.85,140.9812,OUT017,3277.0676,1.160804284531705,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA04,11.3,11.3,259.1962,OUT018,5438.9202,0.8833056171857419,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDV26,20.25,20.25,196.7794,OUT045,2731.1116,1.582914933452325,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDF40,12.792854228644991,12.792854228644991,250.9092,OUT027,8217.3036,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDH34,12.792854228644991,12.792854228644991,186.6582,OUT027,3715.164,1.0000000000000435,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO16,5.48,5.48,83.325,OUT010,416.125,0.4283641400157403,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDZ43,11.0,11.0,241.7512,OUT046,3635.268,0.8598550255790407,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRJ51,14.1,14.1,231.9668,OUT049,1842.9344,1.1021778055149523,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCL07,12.792854228644991,12.792854228644991,40.548,OUT019,39.948,1.0000000000000435,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDU58,6.61,6.61,186.0898,OUT035,2619.2572,0.5166947017343145,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI26,5.94,5.94,177.9344,OUT035,4460.86,0.464321713812682,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG24,7.975,7.975,83.125,OUT017,2579.975,0.6233948935448045,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM19,12.65,12.65,112.5202,OUT046,787.6414,0.9888332794158968,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
NCO29,11.15,11.15,166.3526,OUT049,986.7156,0.8715803213823913,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCM05,6.825,6.825,262.7226,OUT010,264.3226,0.5335009590524503,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
NCE07,8.18,8.18,142.6154,OUT046,709.077,0.6394194644760502,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDR10,17.6,17.6,160.4552,OUT017,2599.2832,1.3757680409264652,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDO12,15.75,15.75,194.3452,OUT049,2740.4328,1.2311560593518083,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC17,12.15,12.15,211.8928,OUT046,5890.9984,0.949748960071395,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF34,9.3,9.3,197.6084,OUT010,595.2252,0.7269683398077345,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDO22,13.5,13.5,78.796,OUT018,239.688,1.05527662230155,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDT52,9.695,9.695,246.0144,OUT035,4165.2448,0.7578449520898909,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR24,12.792854228644991,12.792854228644991,88.383,OUT027,2067.3089999999997,1.0000000000000435,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP08,20.5,20.5,192.2478,OUT046,3874.9559999999997,1.6024570931245758,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDF39,14.85,14.85,262.591,OUT046,4996.829000000001,1.160804284531705,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCQ06,13.0,13.0,256.1014,OUT013,2550.014,1.016192302957048,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDR04,7.075,7.075,95.7068,OUT013,583.2408,0.5530431187247012,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ32,17.85,17.85,125.1388,OUT035,1981.4208,1.3953102005987161,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRD15,10.6,10.6,232.4642,OUT010,697.0926,0.8285875701034392,15,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDB02,9.695,9.695,175.137,OUT018,3705.177,0.7578449520898909,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
